Point ID,Points_0,Points_1,Points_2,Points_Magnitude,p,u_0,u_1,u_2,u_Magnitude
1164,0.17303,0.720644,1e-09,0.741125,-217.302,-0.00404298,0.00684986,-2.39389e-11,0.00795401
1165,0.161799,0.709889,1e-09,0.728094,-168.483,-0.00376351,0.00675258,-2.39389e-11,0.00773055
1166,0.68617,0.118885,1e-09,0.696393,-65.4902,-0.00012409,0.000119327,-3.46265e-13,0.000172155
1167,0.692068,0.100087,1e-09,0.699268,-69.8806,-0.000107895,9.78944e-05,-3.46265e-13,0.000145687
1168,0.698066,0.0812307,1e-09,0.702776,-74.4046,-9.04588e-05,7.76166e-05,-3.46265e-13,0.000119194
1169,0.6995,0.133378,1e-09,0.712102,-59.534,-0.000142203,0.000130271,-3.78e-13,0.000192853
1170,0.705392,0.114602,1e-09,0.714641,-64.9891,-0.000126317,0.000109802,-3.78e-13,0.00016737
1171,0.684688,0.0666347,1e-09,0.687922,-79.0014,-7.23137e-05,6.4671e-05,-3.45769e-13,9.70135e-05
1172,0.703912,0.0623444,1e-09,0.706668,-78.0063,-7.15476e-05,5.82056e-05,-6.14076e-13,9.22331e-05
1173,0.690915,0.0484361,1e-09,0.692611,-82.0891,-5.42292e-05,4.58879e-05,-4.55515e-13,7.10388e-05
1174,0.724617,0.11031,1e-09,0.732966,-63.6866,-0.000127544,0.00010158,-4.57644e-13,0.000163052
1175,0.718729,0.129113,1e-09,0.730234,-59.2612,-0.000144488,0.000120641,-4.57644e-13,0.000188231
1176,0.711317,0.0957955,1e-09,0.717739,-69.0423,-0.000109048,9.00475e-05,-4.26899e-13,0.000141421
1177,0.717273,0.0769825,1e-09,0.721392,-72.8022,-9.02984e-05,7.08992e-05,-4.26899e-13,0.000114806
1178,0.730539,0.0914827,1e-09,0.736245,-67.7165,-0.0001091,8.31655e-05,-4.26899e-13,0.000137184
1179,0.698199,0.0301702,1e-09,0.69885,-83.983,-3.48759e-05,2.7835e-05,-6.84553e-13,4.4622e-05
1180,0.709652,0.0437309,1e-09,0.710998,-81.0019,-5.13806e-05,4.00428e-05,-6.84553e-13,6.51413e-05
1181,0.661751,0.296371,1e-09,0.725087,-202.667,-0.000893626,0.0010531,-1.49972e-11,0.00138116
1182,0.651219,0.283179,1e-09,0.710124,-198.546,-0.000579932,0.0008377,-1.49972e-11,0.00101885
1183,0.669284,0.277985,1e-09,0.724718,-178.249,-0.000577341,0.000639046,-1.49972e-11,0.000861221
1184,0.682996,0.240361,1e-09,0.724056,-123.825,-0.000257507,0.00027687,-3.8051e-12,0.00037811
1185,0.688131,0.222804,1e-09,0.723302,-82.6595,-0.000222618,0.00022785,-3.8051e-12,0.00031855
1186,0.677384,0.258763,1e-09,0.725126,-169.585,-0.000377455,0.000400565,-6.66876e-12,0.000550386
1187,0.694249,0.204569,1e-09,0.723761,-58.8102,-0.000205103,0.000204719,-1.55648e-12,0.000289788
1188,0.68,0,1e-09,0.68,-89.7024,0,0,-3.82295e-13,3.82295e-13
1189,0.689507,0.0169572,1e-09,0.689715,-87.009,-1.94715e-05,1.56993e-05,-4.20796e-13,2.50121e-05
1190,0.688546,0.27277,1e-09,0.740608,-156.5,-0.000579286,0.000470411,-1.43779e-11,0.00074623
1191,0.63401,0.338793,1e-09,0.718852,-213.589,-0.00140234,0.00252397,-2.20878e-11,0.00288739
1192,0.645859,0.349651,1e-09,0.734432,-207.448,-0.00181802,0.00309858,-2.20878e-11,0.00359255
1193,0.653576,0.335208,1e-09,0.734524,-214.482,-0.00168559,0.00247854,-2.20878e-11,0.00299739
1194,0.629334,0.359378,1e-09,0.724716,-208.881,-0.00169387,0.00331254,-2.96638e-11,0.0037205
1195,0.636441,0.375235,1e-09,0.738822,-200.837,-0.00210744,0.00408978,-2.96638e-11,0.00460083
1196,0.64778,0.364902,1e-09,0.743487,-219.587,-0.00213573,0.00386149,-2.96638e-11,0.00441276
1197,0.667389,0.324489,1e-09,0.742092,-181.94,-0.00168429,0.0020397,-2.98194e-11,0.00264523
1198,0.667379,0.33846,1e-09,0.748298,-170.048,-0.0020872,0.00269573,-2.98194e-11,0.00340931
1199,0.672685,0.309032,1e-09,0.740274,-172.18,-0.00134023,0.00139416,-2.98194e-11,0.00193388
1200,0.700133,0.185838,1e-09,0.724377,-48.1927,-0.000189233,0.000182642,-8.19283e-13,0.000262997
1201,0.71932,0.181407,1e-09,0.741842,-45.8561,-0.000189865,0.000167312,-8.19283e-13,0.000253066
1202,0.725638,0.162683,1e-09,0.743651,-48.5926,-0.000175943,0.000148049,-4.77135e-13,0.000229945
1203,0.71281,0.147871,1e-09,0.727987,-54.226,-0.000160037,0.000140279,-4.77135e-13,0.000212815
1204,0.731976,0.143668,1e-09,0.745942,-52.885,-0.000161382,0.000129315,-4.77135e-13,0.000206801
1205,0.485401,0.531997,1e-09,0.720163,-160.122,-0.00343923,0.00527233,-1.04906e-11,0.0062949
1206,0.479513,0.550903,1e-09,0.730361,-152.235,-0.0036764,0.00552004,-9.80601e-12,0.00663225
1207,0.498815,0.546558,1e-09,0.739961,-147.839,-0.00374289,0.00567945,-9.80601e-12,0.00680187
1208,0.46763,0.588707,1e-09,0.751834,-144.36,-0.0040779,0.0059141,-1.17725e-11,0.00718372
1209,0.473596,0.569789,1e-09,0.740913,-152.791,-0.0038875,0.00572764,-1.17725e-11,0.00692232
1210,0.448269,0.593047,1e-09,0.743404,-146.143,-0.00403265,0.00579139,-1.21842e-11,0.00705708
1211,0.428901,0.597396,1e-09,0.735417,-148.79,-0.00398478,0.00566584,-1.21842e-11,0.00692678
1212,0.49293,0.56545,1e-09,0.750143,-142.497,-0.00394357,0.00586763,-7.94713e-12,0.00706971
1213,0.486999,0.584348,1e-09,0.760678,-139.277,-0.00412344,0.00604354,-7.94713e-12,0.00731622
1214,0.506343,0.579971,1e-09,0.769902,-137.125,-0.00416867,0.0061733,-7.94713e-12,0.00744899
1215,0.567072,0.444581,1e-09,0.720571,-165.42,-0.00263613,0.00472556,-1.61746e-11,0.00541111
1216,0.561117,0.463186,1e-09,0.727594,-164.891,-0.0029242,0.0050442,-1.61746e-11,0.00583052
1217,0.592232,0.421942,1e-09,0.727168,-179.402,-0.00244587,0.00464316,-2.65313e-11,0.00524797
1218,0.611263,0.417697,1e-09,0.740347,-180.447,-0.00256384,0.00492258,-2.65313e-11,0.00555024
1219,0.580374,0.459055,1e-09,0.739976,-162.37,-0.00302948,0.00528528,-2.20211e-11,0.00609195
1220,0.621535,0.379975,1e-09,0.728482,-207.369,-0.00195694,0.00397465,-2.33762e-11,0.00443029
1221,0.616909,0.399214,1e-09,0.734812,-196.848,-0.00226418,0.00449912,-1.90703e-11,0.00503672
1222,0.605454,0.436335,1e-09,0.746299,-166.303,-0.00286278,0.00525884,-1.81773e-11,0.00598756
1223,0.586364,0.440514,1e-09,0.7334,-167.172,-0.00274973,0.00498883,-1.81773e-11,0.00569644
1224,0.422986,0.616329,1e-09,0.747515,-141.814,-0.00416819,0.00584225,-1.26877e-11,0.00717675
1225,0.397721,0.639604,1e-09,0.753177,-137.189,-0.00430337,0.00590288,-1.29361e-11,0.00730499
1226,0.529981,0.504685,1e-09,0.731838,-158.532,-0.00335948,0.0053765,-1.13091e-11,0.00633978
1227,0.549313,0.500525,1e-09,0.743148,-155.099,-0.003447,0.00558679,-1.13091e-11,0.00656461
1228,0.524006,0.523382,1e-09,0.740615,-152.933,-0.00359416,0.0056256,-1.13091e-11,0.00667573
1229,0.543383,0.51918,1e-09,0.751541,-149.012,-0.00367042,0.00581087,-1.13091e-11,0.00687301
1230,0.568571,0.496318,1e-09,0.754721,-152.22,-0.0035324,0.00580587,-1.18009e-11,0.00679602
1231,0.574446,0.477663,1e-09,0.747094,-156.754,-0.00329146,0.00555279,-1.18009e-11,0.00645501
1232,0.51811,0.542218,1e-09,0.749959,-149.842,-0.0038056,0.00583763,-9.64118e-12,0.00696854
1233,0.537385,0.537868,1e-09,0.760318,-136.229,-0.00386447,0.00598809,-9.64118e-12,0.00712681
1234,0.531513,0.556737,1e-09,0.769715,-137.259,-0.00404325,0.00615989,-9.64118e-12,0.00736832
1235,0.378396,0.643938,1e-09,0.746887,-143.916,-0.00427353,0.00580754,-9.41497e-12,0.00721045
1236,0.295738,0.680732,1e-09,0.742197,-163.966,-0.00433308,0.00572543,-1.31543e-11,0.00718027
1237,0.276609,0.685054,1e-09,0.738791,-177.883,-0.00430496,0.00569026,-1.42944e-11,0.00713524
1238,0.257506,0.689385,1e-09,0.735908,-195.108,-0.00426329,0.00570896,-1.42944e-11,0.00712515
1239,0.289926,0.699435,1e-09,0.757144,-163.903,-0.00446077,0.00596018,-1.42944e-11,0.00744461
1240,0.2708,0.70376,1e-09,0.754063,-178.943,-0.00443373,0.0059881,-1.42944e-11,0.00745086
1241,0.23843,0.693793,1e-09,0.73362,-199.219,-0.00420553,0.00576167,-2.09406e-11,0.00713325
1242,0.309034,0.6951,1e-09,0.760701,-156.195,-0.00448768,0.00596878,-1.37156e-11,0.00746764
1243,0.347297,0.686211,1e-09,0.769091,-138.93,-0.00452926,0.00604216,-7.44187e-12,0.00755128
1244,0.328144,0.690685,1e-09,0.764673,-150.37,-0.00451105,0.00599561,-7.44187e-12,0.00750313
1245,0.341588,0.705042,1e-09,0.783433,-136.519,-0.00462733,0.00618896,-7.44187e-12,0.00772758
1246,0.322396,0.709465,1e-09,0.779282,-141.92,-0.00460398,0.00616917,-8.43489e-12,0.00769774
1247,0.372482,0.662863,1e-09,0.760348,-140.02,-0.0044214,0.00595101,-7.23331e-12,0.00741373
1248,0.366413,0.681689,1e-09,0.773924,-134.681,-0.00454665,0.00609645,-7.23331e-12,0.00760518
1249,0.232577,0.712444,1e-09,0.749445,-199.724,-0.0043398,0.00616619,-1.94006e-11,0.00754027
1250,0.213184,0.71688,1e-09,0.747907,-205.003,-0.00426582,0.00635481,-1.94006e-11,0.00765381
1251,0.191777,0.722224,1e-09,0.747252,-203.175,-0.0041809,0.00664872,-2.43838e-11,0.007854
1252,0.251714,0.708091,1e-09,0.7515,-189.924,-0.00439657,0.00605106,-1.72335e-11,0.00747965
1253,0.149603,0.696737,1e-09,0.712617,-184.334,-0.00314156,0.00649035,-1.95065e-11,0.00721069
1254,0.154867,0.729187,1e-09,0.745451,-177.822,-0.00410621,0.00725704,-1.44937e-11,0.00833821
1255,0.141673,0.714356,1e-09,0.728269,-178.194,-0.00365085,0.00715823,-1.44937e-11,0.00803548
1256,0.17547,0.736272,1e-09,0.756893,-187.115,-0.0041993,0.00707158,-1.42458e-11,0.00822444
1257,0.19163,0.74085,1e-09,0.765232,-179.247,-0.00427891,0.00695363,-1.17807e-11,0.00816468
1258,0.207768,0.73546,1e-09,0.764244,-180.417,-0.00433063,0.00670459,-1.17807e-11,0.0079816
1259,0.737965,0.124842,1e-09,0.74845,-57.1276,-0.000145461,0.000111676,-3.32098e-13,0.000183386
1260,0.723371,0.0575857,1e-09,0.72566,-76.963,-6.92163e-05,5.22119e-05,-4.05459e-13,8.67005e-05
1261,0.743859,0.106014,1e-09,0.751376,-61.0448,-0.000127872,9.47709e-05,-4.07029e-13,0.000159163
1262,0.715401,0.0243772,1e-09,0.715816,-83.5827,-2.93121e-05,2.18633e-05,-4.47322e-13,3.65678e-05
1263,0.704554,0.0141764,1e-09,0.704697,-85.5712,-1.67884e-05,1.28411e-05,-4.47322e-13,2.11364e-05
1264,0.728023,0.0375213,1e-09,0.72899,-80.7674,-4.5928e-05,3.35218e-05,-5.00686e-13,5.68603e-05
1265,0.679972,0.290844,1e-09,0.739562,-159.98,-0.000929588,0.000851778,-1.57715e-11,0.00126082
1266,0.690397,0.303263,1e-09,0.754067,-194.587,-0.00142136,0.00108627,-1.57715e-11,0.00178892
1267,0.699747,0.251985,1e-09,0.743735,-153.342,-0.000298727,0.000268263,-6.03255e-12,0.000401501
1268,0.699562,0.235058,1e-09,0.737997,-99.8575,-0.000244972,0.000235621,-1.72053e-12,0.000339895
1269,0.720238,0.2539,1e-09,0.763681,-154.472,-0.000306398,0.000234897,-1.72053e-12,0.000386078
1270,0.715493,0.237129,1e-09,0.753764,-99.8234,-0.000242911,0.00021603,-1.72053e-12,0.000325077
1271,0.709603,0.218289,1e-09,0.742419,-64.5116,-0.000219128,0.000203245,-2.69259e-12,0.000298874
1272,0.713415,0.199204,1e-09,0.740705,-49.3071,-0.00020333,0.00018581,-8.75309e-13,0.000275442
1273,0.725046,0.208332,1e-09,0.754383,-50.7257,-0.00021068,0.000184117,-8.75309e-13,0.000279794
1274,0.732293,0.194239,1e-09,0.757616,-45.8794,-0.000200652,0.000168709,-8.75309e-13,0.000262153
1275,0.7,0,1e-09,0.7,-86.825,0,-5.30563e-65,-3.73823e-13,3.73823e-13
1276,0.698327,0.285644,1e-09,0.754489,-156.651,-0.000951106,0.000597254,-1.22153e-11,0.00112308
1277,0.708323,0.26911,1e-09,0.757721,-174.379,-0.000579849,0.000361674,-6.98049e-12,0.000683398
1278,0.662939,0.351706,1e-09,0.750457,-183.881,-0.00224346,0.00341704,-3.03444e-11,0.00408769
1279,0.663995,0.371171,1e-09,0.760695,-195.409,-0.00260408,0.00449017,-3.03444e-11,0.00519065
1280,0.649358,0.383626,1e-09,0.754211,-197.2,-0.00248295,0.00471873,-4.16381e-11,0.00533211
1281,0.681167,0.340714,1e-09,0.761626,-179.877,-0.00256907,0.00289199,-2.30521e-11,0.00386829
1282,0.684649,0.321709,1e-09,0.756467,-180.224,-0.00202617,0.00184148,-2.30521e-11,0.00273796
1283,0.738714,0.176712,1e-09,0.759556,-45.0447,-0.000189574,0.000152946,-7.60565e-13,0.000243579
1284,0.745413,0.158132,1e-09,0.762001,-46.1077,-0.00017683,0.000136397,-4.30118e-13,0.000223323
1285,0.51223,0.561094,1e-09,0.759741,-140.431,-0.00399355,0.00601375,-6.0907e-12,0.00721897
1286,0.481057,0.603277,1e-09,0.771595,-129.738,-0.00427799,0.00617957,-6.39227e-12,0.00751587
1287,0.442338,0.611986,1e-09,0.755109,-140.492,-0.00420699,0.00595302,-6.39227e-12,0.00728953
1288,0.461686,0.607646,1e-09,0.763144,-137.149,-0.00423971,0.00606455,-6.39227e-12,0.00739959
1289,0.500418,0.598886,1e-09,0.780438,-124.589,-0.0043121,0.00629407,-6.15508e-12,0.00762951
1290,0.436424,0.630914,1e-09,0.76715,-133.054,-0.00436002,0.0060983,-8.66521e-12,0.0074966
1291,0.630309,0.413408,1e-09,0.753788,-190.177,-0.00269568,0.00524181,-2.42482e-11,0.00589435
1292,0.624496,0.432043,1e-09,0.759379,-158.249,-0.00297812,0.00558117,-2.42482e-11,0.00632603
1293,0.599598,0.454913,1e-09,0.752638,-157.412,-0.00313411,0.00555021,-1.47542e-11,0.00637397
1294,0.637718,0.446377,1e-09,0.778419,-145.784,-0.00333629,0.00614218,-1.47542e-11,0.00698979
1295,0.618704,0.450664,1e-09,0.765436,-157.018,-0.00324078,0.00583567,-1.47542e-11,0.00667516
1296,0.593646,0.473471,1e-09,0.759336,-150.18,-0.00338512,0.00580141,-1.16768e-11,0.0067168
1297,0.612814,0.469245,1e-09,0.771837,-144.856,-0.00348282,0.00606856,-1.16768e-11,0.00699696
1298,0.587718,0.492042,1e-09,0.766497,-141.485,-0.00361352,0.00601672,-1.18789e-11,0.00701843
1299,0.634682,0.394377,1e-09,0.747231,-200.768,-0.00240287,0.0047519,-2.69014e-11,0.00532488
1300,0.651175,0.407061,1e-09,0.767937,-184.096,-0.00281914,0.00560792,-2.69014e-11,0.00627665
1301,0.631932,0.464987,1e-09,0.784571,-131.908,-0.00356621,0.00633827,-1.54002e-11,0.00727266
1302,0.417072,0.635261,1e-09,0.759937,-136.607,-0.0043312,0.00600052,-7.10627e-12,0.00740037
1303,0.39181,0.658506,1e-09,0.766254,-131.072,-0.00444514,0.00603246,-7.66245e-12,0.00749332
1304,0.411155,0.654169,1e-09,0.772648,-126.93,-0.0044685,0.00612192,-7.66245e-12,0.00757927
1305,0.562747,0.514981,1e-09,0.762817,-145.866,-0.00374121,0.00599559,-1.14424e-11,0.00706709
1306,0.556712,0.533628,1e-09,0.771159,-133.435,-0.00392623,0.00616191,-1.0157e-11,0.00730647
1307,0.581889,0.510737,1e-09,0.774239,-142.093,-0.0038069,0.00619139,-8.395e-12,0.00726813
1308,0.601013,0.506444,1e-09,0.785941,-129.48,-0.00387124,0.00639276,-8.395e-12,0.00747355
1309,0.550797,0.552445,1e-09,0.780111,-131.551,-0.00409537,0.00631117,-5.69975e-12,0.00752349
1310,0.570075,0.548194,1e-09,0.790887,-128.694,-0.00413968,0.00646159,-5.69975e-12,0.00767392
1311,0.52564,0.575616,1e-09,0.779507,-126.634,-0.00420818,0.00630249,-6.80047e-12,0.00757827
1312,0.544915,0.571265,1e-09,0.789479,-117.678,-0.00424365,0.0064336,-6.80047e-12,0.00770713
1313,0.303246,0.713822,1e-09,0.775565,-150.105,-0.00458007,0.00617216,-1.15466e-11,0.00768587
1314,0.284101,0.718143,1e-09,0.772297,-162.17,-0.00455031,0.0061892,-1.15466e-11,0.00768189
1315,0.297414,0.73256,1e-09,0.790632,-143.147,-0.00463628,0.00634808,-8.34442e-12,0.00786087
1316,0.316589,0.728244,1e-09,0.794083,-135.196,-0.00466468,0.00632669,-8.34442e-12,0.00786043
1317,0.360873,0.700678,1e-09,0.788149,-131.846,-0.00464478,0.00621622,-7.41315e-12,0.00775985
1318,0.355026,0.719521,1e-09,0.802343,-122.167,-0.00471673,0.00633933,-7.41315e-12,0.00790156
1319,0.335786,0.723884,1e-09,0.797973,-129.655,-0.00469468,0.00631752,-5.57369e-12,0.00787091
1320,0.329942,0.742703,1e-09,0.812692,-119.356,-0.00473246,0.00644628,-5.57369e-12,0.00799692
1321,0.34917,0.738392,1e-09,0.816788,-112.985,-0.00476258,0.00644079,-5.57369e-12,0.00801036
1322,0.385905,0.677385,1e-09,0.779598,-130.57,-0.00456453,0.00615496,-6.61658e-12,0.0076628
1323,0.380083,0.696283,1e-09,0.793267,-122.13,-0.00466361,0.00626867,-6.61658e-12,0.00781316
1324,0.399424,0.691929,1e-09,0.79894,-118.979,-0.00468091,0.00632823,-6.61658e-12,0.0078713
1325,0.405238,0.673027,1e-09,0.78561,-121.02,-0.00458393,0.00622454,-5.57117e-12,0.00773029
1326,0.374292,0.715193,1e-09,0.807214,-114.959,-0.0047374,0.0063682,-4.66138e-12,0.00793706
1327,0.39359,0.710823,1e-09,0.812516,-109.74,-0.00475261,0.00640605,-4.66138e-12,0.00797651
1328,0.245897,0.72675,1e-09,0.767223,-175.293,-0.00446185,0.00634724,-1.19255e-11,0.00775858
1329,0.22679,0.731072,1e-09,0.765441,-175.627,-0.00439889,0.00650671,-1.19255e-11,0.00785414
1330,0.240071,0.745353,1e-09,0.783061,-160.887,-0.00447874,0.00662608,-1.19255e-11,0.00799775
1331,0.264986,0.722442,1e-09,0.769506,-174.426,-0.00450713,0.00623724,-1.41838e-11,0.00769528
1332,0.259134,0.741165,1e-09,0.78516,-158.317,-0.00454312,0.00649335,-1.41838e-11,0.00792486
1333,0.180774,0.756255,1e-09,0.777561,-146.708,-0.00427414,0.00724023,-1.30216e-11,0.00840769
1334,0.131677,0.73089,1e-09,0.742657,-193.396,-0.00406324,0.00754571,-9.23203e-12,0.00857016
1335,0.159885,0.749587,1e-09,0.766449,-155.076,-0.00420894,0.00738225,-6.75826e-12,0.00849781
1336,0.140707,0.747919,1e-09,0.761039,-144.112,-0.00418783,0.00757714,-6.75826e-12,0.00865742
1337,0.148957,0.765623,1e-09,0.779979,-107.627,-0.00420977,0.00759788,-6.75826e-12,0.00868619
1338,0.165159,0.765621,1e-09,0.783232,-122.774,-0.00423299,0.00746263,-6.62635e-12,0.00857957
1339,0.202361,0.754037,1e-09,0.780719,-155.082,-0.00434427,0.00701893,-9.06685e-12,0.00825458
1340,0.221037,0.749657,1e-09,0.781564,-164.573,-0.00441116,0.0067994,-9.06685e-12,0.00810495
1341,0.215318,0.768282,1e-09,0.797884,-133.585,-0.00437751,0.00705001,-9.06685e-12,0.0082985
1342,0.751303,0.139365,1e-09,0.764119,-49.3696,-0.000162492,0.000120821,-3.14895e-13,0.000202488
1343,0.757201,0.120549,1e-09,0.766736,-53.5672,-0.000145947,0.000105476,-3.14895e-13,0.000180072
1344,0.770393,0.135042,1e-09,0.782139,-44.8795,-0.000162796,0.000114944,-3.14895e-13,0.000199285
1345,0.7644,0.153027,1e-09,0.779567,-41.7166,-0.00017656,0.000127311,-3.14895e-13,0.000217673
1346,0.736437,0.0725914,1e-09,0.740006,-71.6,-8.87488e-05,6.54336e-05,-3.66569e-13,0.000110263
1347,0.744315,0.0510566,1e-09,0.746064,-76.3905,-6.4255e-05,4.55241e-05,-3.66569e-13,7.87474e-05
1348,0.755852,0.0687071,1e-09,0.758968,-70.1869,-8.76486e-05,6.15036e-05,-3.66569e-13,0.000107075
1349,0.749804,0.0871595,1e-09,0.754853,-65.9054,-0.000108537,7.80255e-05,-3.7929e-13,0.000133673
1350,0.763045,0.101686,1e-09,0.769791,-58.461,-0.000127727,9.04063e-05,-3.7929e-13,0.000156484
1351,0.769167,0.0829258,1e-09,0.773625,-63.7797,-0.000107531,7.47602e-05,-3.7929e-13,0.000130966
1352,0.762808,0.0528938,1e-09,0.764639,-75.0786,-6.88335e-05,4.78314e-05,-4.76309e-13,8.38206e-05
1353,0.775242,0.0644643,1e-09,0.777918,-70.0318,-8.57568e-05,5.97914e-05,-4.76309e-13,0.000104543
1354,0.782393,0.0976512,1e-09,0.788463,-55.3904,-0.00012746,8.89643e-05,-5.03965e-13,0.000155437
1355,0.72,0,1e-09,0.72,-85.0616,0,0,-3.70479e-13,3.70479e-13
1356,0.731772,0.0162973,1e-09,0.731954,-83.7763,-2.00998e-05,1.44126e-05,-4.63829e-13,2.47331e-05
1357,0.743387,0.0316329,1e-09,0.744059,-81.5303,-3.97629e-05,2.80449e-05,-4.63829e-13,4.8658e-05
1358,0.75093,0.01678,1e-09,0.751118,-84.2421,-2.12211e-05,1.48627e-05,-4.63829e-13,2.59082e-05
1359,0.761035,0.0349021,1e-09,0.761835,-81.6933,-4.52109e-05,3.13971e-05,-3.54539e-13,5.50436e-05
1360,0.7339,0.240238,1e-09,0.77222,-87.5052,-0.000234168,0.000194581,-1.2207e-12,0.000304461
1361,0.729905,0.223304,1e-09,0.763299,-62.6696,-0.000220944,0.000189373,-1.17082e-12,0.000290995
1362,0.74602,0.208893,1e-09,0.774714,-45.334,-0.000207206,0.000166983,-9.11574e-13,0.000266116
1363,0.68,0.36,1e-09,0.769415,-174.262,-0.00295292,0.00413108,-2.54704e-11,0.00507795
1364,0.681167,0.379286,1e-09,0.779645,-199.809,-0.00316126,0.00530481,-2.21064e-11,0.00617531
1365,0.667221,0.391662,1e-09,0.773681,-182.866,-0.00289808,0.00547794,-2.21064e-11,0.00619732
1366,0.660105,0.424569,1e-09,0.784855,-153.152,-0.00318518,0.00626929,-2.80802e-11,0.00703203
1367,0.67229,0.411809,1e-09,0.788391,-169.029,-0.00312593,0.00632636,-2.80802e-11,0.0070565
1368,0.768157,0.199877,1e-09,0.793735,-34.1682,-0.000199111,0.000145838,0,0.000246808
1369,0.753192,0.18813,1e-09,0.776331,-41.0792,-0.000197323,0.000151829,-4.06097e-13,0.000248974
1370,0.758772,0.170193,1e-09,0.777625,-39.9267,-0.000187479,0.000139127,-4.06097e-13,0.000233462
1371,0.772829,0.1812,1e-09,0.793787,-31.1532,-0.000193656,0.00013811,-4.06097e-13,0.000237859
1372,0.519759,0.594492,1e-09,0.789664,-118.516,-0.00434284,0.00640365,-5.38221e-12,0.00773738
1373,0.513867,0.613394,1e-09,0.800195,-112.195,-0.00446068,0.0064938,-3.88526e-12,0.00787827
1374,0.494485,0.617837,1e-09,0.791352,-120.864,-0.00443906,0.00639262,-3.88526e-12,0.00778273
1375,0.475115,0.622219,1e-09,0.782873,-126.154,-0.00441424,0.00629362,-3.88526e-12,0.00768734
1376,0.455773,0.62657,1e-09,0.774802,-131.11,-0.00438841,0.00619366,-5.52238e-12,0.00759076
1377,0.46925,0.641104,1e-09,0.794487,-114.825,-0.00452858,0.00638315,-5.52238e-12,0.00782641
1378,0.488626,0.636704,1e-09,0.802588,-111.684,-0.0045491,0.00647281,-4.55778e-12,0.00791149
1379,0.507991,0.632284,1e-09,0.811072,-104.434,-0.00456314,0.00656028,-4.55778e-12,0.00799121
1380,0.430507,0.649826,1e-09,0.779494,-124.413,-0.00449189,0.00620853,-4.57631e-12,0.00766309
1381,0.449882,0.645451,1e-09,0.786766,-118.304,-0.00451128,0.00629657,-4.57631e-12,0.00774586
1382,0.533173,0.609006,1e-09,0.809421,-106.694,-0.00447964,0.00658968,-4.19128e-12,0.00796813
1383,0.463379,0.659959,1e-09,0.806391,-106.504,-0.00463097,0.00645748,-5.56554e-12,0.00794638
1384,0.606926,0.487833,1e-09,0.778679,-132.819,-0.0036883,0.00624044,-1.08712e-11,0.0072489
1385,0.643475,0.42774,1e-09,0.772672,-153.867,-0.00308443,0.00591676,-1.96641e-11,0.00667247
1386,0.656722,0.442106,1e-09,0.79167,-132.281,-0.00342028,0.0064861,-1.70432e-11,0.00733265
1387,0.650929,0.4607,1e-09,0.797467,-114.171,-0.00362593,0.00658759,-7.7549e-12,0.00751956
1388,0.645148,0.479305,1e-09,0.803709,-107.363,-0.0038024,0.00668778,-7.7549e-12,0.00769315
1389,0.626132,0.483601,1e-09,0.791145,-130.796,-0.00375534,0.00646038,-6.98718e-12,0.00747255
1390,0.620198,0.502201,1e-09,0.79803,-123.345,-0.00392534,0.00658977,-6.98718e-12,0.0076703
1391,0.424611,0.668686,1e-09,0.792109,-117.324,-0.00459977,0.00630225,-6.13481e-12,0.00780232
1392,0.575994,0.529418,1e-09,0.782338,-130.756,-0.0039856,0.00633782,-6.40757e-12,0.00748685
1393,0.595183,0.525161,1e-09,0.793749,-122.693,-0.00403331,0.00650802,-6.40757e-12,0.00765649
1394,0.614312,0.520851,1e-09,0.805398,-114.008,-0.00407025,0.0066698,-4.78037e-12,0.00781365
1395,0.564179,0.566965,1e-09,0.799842,-112.59,-0.0042758,0.00656136,-5.97034e-12,0.00783159
1396,0.539046,0.590128,1e-09,0.799264,-112.473,-0.00437034,0.00651466,-3.73638e-12,0.00784478
1397,0.558312,0.585786,1e-09,0.809233,-106.825,-0.00438847,0.00662174,-3.73638e-12,0.00794394
1398,0.552455,0.604645,1e-09,0.819025,-102.92,-0.00449511,0.00668541,-3.73638e-12,0.00805609
1399,0.27826,0.736879,1e-09,0.787667,-150.219,-0.00459199,0.00640644,-9.09836e-12,0.00788219
1400,0.310749,0.747006,1e-09,0.809063,-128.711,-0.00469565,0.00646818,-7.65222e-12,0.0079929
1401,0.324053,0.761329,1e-09,0.827425,-114.561,-0.0047421,0.00656648,-4.90138e-12,0.00809976
1402,0.343298,0.757233,1e-09,0.831418,-111.496,-0.00478291,0.00654763,-4.90138e-12,0.0081085
1403,0.362551,0.752914,1e-09,0.835657,-106.281,-0.00481666,0.00653973,-4.90138e-12,0.00812209
1404,0.337409,0.775221,1e-09,0.845466,-108.226,-0.0047813,0.00665677,-4.90138e-12,0.00819594
1405,0.418738,0.687576,1e-09,0.805048,-112.072,-0.00469413,0.00638168,-4.09067e-12,0.00792217
1406,0.412899,0.706459,1e-09,0.818273,-105.55,-0.00476855,0.00645253,-4.09067e-12,0.00802335
1407,0.368433,0.734055,1e-09,0.821328,-108.49,-0.00478617,0.00645227,-3.5616e-12,0.00803363
1408,0.387712,0.729714,1e-09,0.826319,-102.954,-0.00480589,0.00647638,-3.5616e-12,0.00806475
1409,0.381846,0.748596,1e-09,0.840358,-98.8925,-0.00484372,0.00655269,-3.5616e-12,0.00814859
